id,entities,clean_text
2604,PER/Kevin Williamson;MISC/Vampire Diaries Companion Series;,really? here we go . . Kevin Williamson Developing Possible Vampire Diaries Companion Series
2605,,Realshit > RT do n't no where I been . usually was right there with me
2606,,REBLOG IF YOU WANT TO EAT HERE .
2607,PER/Roddy White;,Reception number 100 for Roddy White!!!! Good job sir!!!
2608,PER/Debra Zimmer;,"Remember, their called? Action Heroes?, not? sit-on-your-butt-and-dream-about-it? heroes . Debra Zimmer"
2609,PER/David Allen;,"Remember, you 're the one who creates speed, because you 're the one who allows stuff to enter your life . ~ David Allen"
2610,PER/Dale Carnegie;,Remember happiness does n't depend upon who you are or what you have; it depends solely on what you think ~ Dale Carnegie
2611,PER/Pence;,Rep. Pence Inadvertently Admits Bush Tax Cuts Did Not Work
2612,PER/Rebecca Okoro;,Replacing it with a piece of hers . Thank God that I found you at the right time . Love you so much Rebecca Okoro .
2613,,Report 'Cooler' version of iPhone 4 coming soon
2614,,"""Reports and Articles Reports and Articles """
2615,PER/Reagan;,Republicans have been deliberately sabatoging the economy since Reagan . The entire world is living with the fallout now .
2616,MISC/Revenge Of The Bridesmaids;,Revenge Of The Bridesmaids - Stills
2617,PER/Ralph Fiennes Kipling;,Review Ralph Fiennes Kipling (Audio CD) Fantasy Book Review via
2618,PER/Rex Grossman;,Rex Grossman is trash . What was the point of that rexy?! Smh
2619,PER/Ricardo Lorenzetti;PER/N. Kirchner;,Ricardo Lorenzetti habla de la muerte de N. Kirchner . via
2620,PER/Rich Franklin;,Rich Franklin might be the toughest math teacher who has ever lived .
2621,PER/Richard Branson;,Richard Branson on taking chances
2622,PER/Rick Ross;,Rick Ross' album was how many tracks? lol wth?
2623,PER/Ricky Martin;,Ricky Martin giving a voice to exploited children
2624,,Riding in my old hood but I'm in my new whip!!
2625,PER/Brent Grimes;,"Right? RT Brent Grimes is surprising me ... Actually, ALL of the secondary is surprising me . They 're short, but athletic ."
2626,PER/Matt Cardle;,Rightly so . Matt Cardle Tops Xmas Pop Charts
2627,,Righttt!!!!! Youre 22? And theres two dude on cronaldoteam tweetingg?? there's 3 of us all girls
2628,PER/Leslie Nielsen;,RIP Leslie Nielsen
2629,PER/Blake Edwards;,RIP Blake Edwards Incredible memories will remain in the hearts of so many
2630,PER/Elizabeth Edwards;,RIP Elizabeth Edwards
2631,PER/Freddie Mercury;,Rip Freddie Mercury . If you were alive today you would be impressed how things have changed .
2633,PER/Pete Postlethwaite;MISC/Inception;MISC/The Town;,"RIP Pete Postlethwaite, Actor, (Inception, The Town)"
2634,PER/Reuben Studdard;,RIP Reuben Studdard
2635,PER/Ron Santo;,"RIP Ron Santo . When I saw he was trending this morning, I knew it was n't great news, but @ least his suffering is no more ."
2636,PER/Teena Marie;,RIP Teena Marie
2637,PER/Rob Thomas;,Rob Thomas fan? RT he's mad .
2638,PER/Robert De Niro;MISC/SNL;,Robert De Niro will host SNL Dec 4
2639,PER/Robert Downey Jr;,Robert Downey Jr totally rocks as Tony Stark!
2640,PER/Roe;ORG/Roe Nurseries Landscaping Inc.;,Roe is trending . Which is bull . I thought it was for Roe Nurseries Landscaping Inc. . Turns out it's for some old obscure court case .
2641,PER/Roman Polanski;MISC/European picture award;,Roman Polanski wins best European picture award
2642,PER/Audrey;,Romance Wrapped in Soft Pink and Soft Yellow - A Lovely Artfire Collection Curated by Designed by Audrey
2643,PER/Ron Marenelli;PER/Luke Skywalker;MISC/Return of the Jedi;,Ron Marenelli looks like that ogre that Luke Skywalker fights against in Return of the Jedi
2644,PER/Ron Mueck;,Ron Mueck's Amazing Surrealistic Sculptures
2645,PER/Ron Paul;,Ron Paul is the man! How he lost the Presidential race in' 08' shows more proof that we need better in our country .
2646,PER/Ronaldinho;ORG/Milan;,Ronaldinho comes in for Milan D???
2647,PER/Roots Manuva;,Roots Manuva - Again & Again via
2648,PER/Valentino;PER/Kate Middleton;,Royal Dos And Do n't s Valentino's Advice For Kate Middleton She's been officially affianced for all of about 24 ...
2649,PER/Leslie Nielsen;,RP Leslie Nielsen
2650,,RT I was blown away by this powerful article . Please read!
2651,,"RT Shoot for the moon, because even if you miss, hey, floating around in space forever seems pretty cool .?"
2652,,"""RT "" Thinking of a master plan!! "" "" """
2653,PER/Canard;,"""RT "" Canard out front in 450 timed quali "", "" clearly he's not taking this "" ""no ferry "" "" thing hard . "" "" """
2654,,RT I only weight 110 pounds . / < oooo thicker then a snickers lol
2655,PER/Noel Gallagher;PER/Miles Kane;,RT NEWS Noel Gallagher 'working on album' Miles Kane has confirmed he's played guitar on new material written by ... ...
2656,PER/Naomi Campbell;,"RT Naomi Campbell is accepting her achievement award with a heartfelt, emotional speech"
2657,,RT YOu follow I see / / / / DOZENS
2658,PER/Merril Hodge;,RT Merril Hodge is a piece of shit lol
2659,PER/Jay-Z;,RT LMFAO RT WTF I look like wishing Jay-Z a Happy Bday? Fuck him and his couch! You hear me now? Good ...
2660,PER/Danon;,"""RT MKs call for investigation into "" ""War Criminals "" "" website Danon demands police investigation and c 'tee debate o. . . http / / ... """
2661,,RT Walked up to my house and could smell the the food from outside yummmm :) Sunday dinners are my fav
2662,,"RT Did n't win our random giveaway? Have no fear! Once we hit 1,100 fans we 'll be giving away another . Spread the word!"
2663,,RT Who is ? < me
2664,,"RT RT females are motherly, caring, and comforting that personify the word w-o-m-a-n ."
2665,LOC/Dunwoody Prep;LOC/Mt. Vernon;,RT Man Shot In Front Of Dunwoody Prep; Police looking for silver Dodge Minivan with no tag last seen WB on Mt. Vernon ...
2666,PER/Christina Applegate;,RT Spreading the word about Christina Applegate's auction for Breast Cancer Awareness . Will benefit her org ...
2667,MISC/the Graham Norton show;ORG/BBC1;ORG/bbc;,"RT Was on the Graham Norton show on BBC1 last night so if you were out partying and want to see it today, check bbc ip ..."
2668,MISC/Austin Powers;,"RT Hang on, did just say reminds her of Austin Powers on ? situation ..."
2669,PER/Charles Woodson;,RT Really Charles Woodson? > They did n't even try on that one .
2670,PER/Sacha Goldberger;,RT Sacha Goldberger used photography to help his grandmother with her depression
2671,PER/Stephen Harper;,RT confirms - Everyone hates Stephen Harper
2672,,RT Mantra of The Day OM BUM BUDHAYAY NAMAH OM AIM KILEEM SHREEM BUDHAYAY NAMAH OM BRAM BREEM BROM SAH BUDHAYAY NAMAH
2673,,"RT zulke peki's, hard2get? Jaa man true story . The are betta things"
2674,PER/Sarah Palin;ORG/White House;PER/Obama;,"RT Exclusive Sarah Palin tells she's seriously considering a White House run, that she could beat Obama"
2675,PER/Chris Brown;,"RT I feel bad for Chris Brown ... If you know him, and he needs a publicist, tell him to contact me ..."
2676,,RT Tweet ... for a cure
2677,ORG/Absolute Classic Rock;PER/John Lennon;,"RT Absolute Classic Rock plays out John Lennon's final interview tomorrow night at 9pm . 2 hours of amazing, unmissable ..."
2678,ORG/CBC;PER/don cherry;,RT ABOUT TIME CBC STOP BEING RACIST AND REACTIONNARY BY SUPPORTING don cherry's COMMENTS GET RID OF THE OLD TART AND BOYCOTT ...
2679,PER/James May;MISC/Top Gear;,"RT I have James May's actual jacket on from Top Gear on Tuesday . Tried to find one could n't, so he leaned me his ."
2680,PER/Tom Brady;,RT Tom Brady's foot injury really looks like it is hampering him .
2681,PER/DeSean Jackson;,"RT DeSean Jackson's 65-yard, game-winning, punt return is the only game-winning punt-return touchdown as time expired in ..."
2682,PER/Todd collins;,RT Todd collins is good . And by good I mean the worst .
2683,ORG/NHL;PER/Ryan Miller;,RT Sending out my support for - it's hosted by NHL star Ryan Miller in support of those affected by ch ...
2684,LOC/Las Vegas Strip;,RT 'See-through' casinos blight Las Vegas Strip But the casino mogul's research so far shows there might be little ... http / / ...
2685,PER/Bob Bennett;,RT Bob Bennett is voting Yes on the $ 1.1 Trillion 1974 page Omnibus Bill 202-224-5444 Let him know what you think of him & ...
2686,PER/Mike Smith;PER/John Fox;,"""RT coach Mike Smith on John Fox "" ""I admire the way he coaches . He does a very good job . He always has his teams pr ... """
2687,PER/Ryan;,"RT Ryan has a 10-12 record on the road . He's not off to his best start passing, 3 of7 for 35 yards ."
2688,PER/Ryan;,RT Ryan is not sharp . He's had three near interceptions .
2689,ORG/Falcons;PER/Garrett Hartley;,"RT 3, Falcons 0 Garrett Hartley on a 52 yard field with 1:02 left in the first quarter . Drive 8 plays, 37 yards ..."
2690,MISC/Chick-Fil-A Bowl Parade;LOC/Pine;ORG/RDA;PER/Ivan Allen;LOC/Peachtree;,"RT Closures for Chick-Fil-A Bowl Parade begin at 10:30 a.m. along W. Ptree near Pine, and RDA/Ivan Allen near Peachtree . ..."
2691,PER/Julian Assange;ORG/Time magazine;,RT HOLY FUCK! Julian Assange removed from Time magazine's man of the year award (he was at no. 1) ...
2692,PER/Alicia Keys;,RT Congrats to Alicia Keys on her baby boy - do n't know her but had a few sherries and feeling sentimental
2693,PER/Elton John;,RT Elton John is editting the independent tomorrow for Worlds AIDS day lets tweet him our support - go on - do it!!
2694,PER/The Alan Titchmarsh show;,RT Doing The Alan Titchmarsh show today!! I'm Super duper excited!! Performing the Silence! Make sure you all tune in!! xx
2695,,RT RT Come and check out my new blog! / / Love it . . esp the pics of your family . Beautiful! / / Thanks
2696,PER/Patti Smith;MISC/National Book Award;,"RT The has unlocked a 2002 profile of Patti Smith from the archives, in honor of her National Book Award win ..."
2697,PER/Sananda Maitreya;,"""RT listening to "" ""Who is Sananda? - Interview 2005 - Sananda Maitreya "" ""? """
2698,PER/Don Cherry;,RT I do n't understand what Don Cherry is doing at the swearing-in . I guess those blue collar millionaires gotta sti ...
2699,ORG/Apple;ORG/Verizon;PER/Gene Munster;,"RT Apple Will Sell 9 Million Verizon iPhones Next Year, Says Gene Munster, But He Hints It Cou ... $ VZ $ AAPL $ T by ..."
2700,PER/Ryan Reynolds;,"""RT Congrats to my homie Ryan Reynolds getting "" ""Sexiest Man Alive "" "" by People magazine . Good thing for him I turned it down . """
2701,,"RT Time to pray at dawn..self-help resting, , known He as my pills fo any pain and suffer-ing, , Here I come Lord, , open ur arms widely"
2702,,"RT I'm convinced that if users had to post comments w real name, email, & self-portrait avatar things would be much more civil ."
2703,PER/Jeff Kennett;,RT Jeff Kennett is in trouble for saying he uses Kool Mints to foil breathalyzer devices ...
2704,PER/John Lennon;PER/John;,RT Coming up John Lennon The Final InterviewThe Team w / the last known interview w/John before he died share memories . List ...
2705,PER/Stan Rice;,"RT On this day in 2002, Stan Rice died . We 'd been married for 41 years . He was my lover, my mentor, my best friend, . . ..."
2706,ORG/Congress;LOC/Penn State;PER/Joe Paterno;,RT Congress passed resolution this morning honor Penn State's Joe Paterno for his 400th win .
2707,PER/Cortland Finnegan;,RT Haha . Oh . Yeah . RT FYI Cortland Finnegan Wishes He Looked Like Me ... Thankyou
2708,PER/Bridget Riley;,"RT A photo tour of Bridget Riley's new show, which offers her Op Art works alongside the masterpieces that inspired them ..."
2709,PER/Rumi;,"RT Your task is not to seek love, but merely to seek & find all the barriers within yourself that you have built against it . - Rumi"
2710,,RT Aurora Borealis as I will forever paint it in my dreams . Almost time to return home ... no regrets ... but mixed emo htt ...
2711,,"RT Good news on Khandro, my dog, no more blood in her urine so do n't need ultrasound . Pls it stays that way ."
2712,PER/Corey Peters;PER/Clausen;,RT DE Corey Peters notches his first sack of his career when he dropped Clausen for a 4-yard loss .
2713,PER/Matt Ryan;,"RT QB Matt Ryan now 15-0 in career when he notches QB rating above 100 . Ryan was 24-28 for 198 yds, 1 TD & 0 INTs w/QB ..."
2714,PER/Curtis Lofton;,RT The forced fumble on the goal line was Curtis Lofton's 3rd of the year .
2715,PER/Bill Hicks;,RT Bill Hicks would have been 49 today
2716,PER/Palin;ORG/WikiLeaks;PER/Sarah Palin;,RT Palin likens WikiLeaks to al-Qa 'ida American Conservative standard bearer Sarah Palin has compared the founder ... http ...
2717,,"RT RT When I was little, I would close the fridge door really slow to see if the light ..."
2718,PER/DMX;,RT Rough ride for rapper DMX . He's back in jail . Police say he violated probation by acting the fool up in here . ht ...
2719,PER/Julian Fantino;PER/Fantino;,RT Julian Fantino is so tough that no longer wants to build new prisons . Instead Fantino will glare at criminals and t ...
2720,PER/Julian Fantino;PER/Omar;LOC/Guantanamo;,RT Julian Fantino's so tough Omar wishes he could just stay in Guantanamo forever .
2721,,"""RT i likee the "" ""Sex "" "" oneee (: haha "", the beat is fly sky; P! THUMBS UP; D"
2722,,"RT In these challenging days, we ca n't afford earmarks items inserted into spending bills without adequate review . http / / ..."
2723,PER/Elizabeth Edwards;,RT Our country has benefited from the voice Elizabeth Edwards gave to the cause of building a society that lifts up all th ...
2724,PER/Julian Assange;,RT Julian Assange will be having a lonely Xmas in a police cell . This is for him let it leak!
2725,ORG/Beatles;,"RT After three hours, the Blue album is the highest charting Beatles album on iTunes, at no 38 . Hey Jude is the top-sell ..."
2726,ORG/Beatles;ORG/The Beatles;,"RT On the 6Music site Beatles on iTunes After a ten year stand-off, The Beatles are finally selling their tracks ... h ..."
2727,ORG/Airbus;,RT Airbus prepares safety warnings
2728,ORG/British Gas;,RT British Gas to raise bills by 7%
2729,PER/Obama;,RT Obama warning over Asian exports
2730,,RT Parents 'face benefit sanctions'
2731,ORG/Pontin;,RT Pontin's goes into administration
2732,PER/Lady Gaga;PER/Russell Howard;,"""RT "" ""Lady Gaga looks like a Jedi prostitute "" "" - Russell Howard on """
2733,PER/Craddock;ORG/Wolverhampton Wanderers;PER/Jody Craddock;,RT Craddock ruled out until new year Wolverhampton Wanderers defender Jody Craddock is ruled out for two months with a ... ...
2734,PER/Gerrard;ORG/Red;ORG/Liverpool;PER/Roy Hodgson;PER/Steven Gerrard;,RT Gerrard on course for Reds return Liverpool boss Roy Hodgson is hopeful Steven Gerrard will make his return from ... htt ...
2735,,RT Brain cooling 'could save lives'
2736,,RT Concerns over increase in rickets
2737,PER/Robert Daley;,RT 15-year-old boy gets life sentence for murdering suspected paedophile Robert Daley
2738,PER/Robert Daley;,RT A 15-year-old girl was sentenced to six years detention for Manslaughter of Robert Daley
2740,ORG/Apec;,RT Apec leaders call for trade area
2741,,"RT Baby and girl ,2, found in city"
2743,PER/Christopher Hitchens;,RT Christopher Hitchens on his 'living' cancer
2745,PER/David Cameron;LOC/Cornwall;,RT David Cameron on Cornwall floods we stand by to help in whatever way we can
2746,PER/Suu Kyi;,RT Freed Suu Kyi addresses followers
2747,PER/Suu Kyi;,RT Global reaction to Suu Kyi release
2748,PER/Haye;PER/Harrison;,RT Haye stops Harrison to keep title
